epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
126,2.495169,0.793874,0.65046,0.85622,1281024,640512,0.5,0.833333,519.943,2463.78,0.00063924,0.0
127,2.483576,0.795255,0.64926,0.85352,1281024,640512,0.5,0.833333,526.139,2434.76,0.00063412,0.0
128,2.471042,0.79764,0.65078,0.85828,1281024,640512,0.5,0.833333,519.484,2465.95,0.00062898,0.0
129,2.464822,0.798546,0.65328,0.85712,1281024,640512,0.5,0.833333,519.814,2464.39,0.00062383,0.0
130,2.458116,0.80025,0.65294,0.85668,1281024,640512,0.5,0.833333,520.198,2462.57,0.00061866,0.0
131,2.446778,0.801986,0.65106,0.8573,1281024,640512,0.5,0.833333,535.063,2394.15,0.00061348,0.0
132,2.440471,0.803435,0.64832,0.85484,1281024,640512,0.5,0.833333,529.753,2418.16,0.00060829,0.0
133,2.430173,0.805084,0.6549,0.85692,1281024,640512,0.5,0.833333,519.537,2465.71,0.00060309,0.0
134,2.415878,0.807395,0.65202,0.85438,1281024,640512,0.5,0.833333,518.421,2471.01,0.00059787,0.0
135,2.411292,0.808485,0.655,0.85748,1281024,640512,0.5,0.833333,519.37,2466.49,0.00059264,0.0
136,2.402477,0.808805,0.65382,0.85898,1281024,640512,0.5,0.833333,520.246,2462.34,0.00058741,0.0
137,2.393295,0.811335,0.65532,0.85744,1281024,640512,0.5,0.833333,519.837,2464.28,0.00058216,0.0
138,2.389023,0.812144,0.65788,0.85952,1281024,640512,0.5,0.833333,519.391,2466.4,0.0005769,0.0
139,2.374821,0.81478,0.65924,0.86076,1281024,640512,0.5,0.833333,530.314,2415.6,0.00057164,0.0
140,2.368226,0.815457,0.6592,0.86014,1281024,640512,0.5,0.833333,547.169,2341.19,0.00056636,0.0
141,2.356535,0.817609,0.66132,0.86062,1281024,640512,0.5,0.833333,523.994,2444.73,0.00056108,0.0
142,2.34546,0.819844,0.65662,0.85926,1281024,640512,0.5,0.833333,518.851,2468.97,0.00055579,0.0
